location,ksh,type,county,district,district_code,territory,population,number_of_households
Borsodszirák,16799,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1101,1145,386
Borsosberény,09894,község,Nógrád,Rétság,119 0,2026,935,386
Borszörcsök,04765,község,Veszprém,Devecser,186 0,1180,360,159
Borzavár,30252,község,Veszprém,Zirc,192 0,1300,704,333
Bosta,14368,község,Baranya,Pécs,028 0,595,132,52
Botpalád,22239,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1650,738,236
Botykapeterd,13365,község,Baranya,Szigetvár,033 0,1743,341,130
Bozzai,06390,község,Vas,Szombathely,181 0,442,324,120
Bozsok,05023,község,Vas,Kőszeg,178 0,2091,341,149
Bózsva,31006,község,Borsod-Abaúj-Zemplén,Sátoraljaújhely,065 0,1639,171,115
Bő,05476,község,Vas,Sárvár,179 0,1065,728,317
Bőcs,05306,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,2432,2710,949
Böde,22877,község,Zala,Zalaegerszeg,197 0,917,294,122
Bödeháza,04163,község,Zala,Lenti,194 0,667,38,57
Bögöt,11651,község,Vas,Sárvár,179 0,499,384,166
Bögöte,07296,község,Vas,Sárvár,179 0,2074,280,162
Böhönye,26532,község,Somogy,Marcali,144 0,6414,2261,949
Bököny,11299,község,Szabolcs-Szatmár-Bereg,Nagykálló,155 0,3547,3118,1204
Bölcske,06558,község,Tolna,Paks,172 0,5871,2754,1264
Bőny,33950,község,Győr-Moson-Sopron,Győr,087 0,5042,2151,791
Börcs,06619,község,Győr-Moson-Sopron,Győr,087 0,1277,1283,451
Börzönce,21139,község,Zala,Nagykanizsa,196 0,560,53,35
Bősárkány,15501,nagyközség,Győr-Moson-Sopron,Csorna,086 0,2329,2046,797
Bőszénfa,26277,község,Somogy,Kaposvár,143 0,4294,522,193
Bucsa,13471,község,Békés,Szeghalom,053 0,5581,2179,975
Bucsu,32984,község,Vas,Szombathely,181 0,1654,565,212
Búcsúszentlászló,20613,község,Zala,Zalaegerszeg,197 0,154,795,293
Bucsuta,07986,község,Zala,Letenye,195 0,1620,214,109
Budajenő,03407,község,Pest,Budakeszi,123 0,1242,1864,617
Budakalász,23463,város,Pest,Szentendre,135 0,1517,10660,3933
Budakeszi,12052,város,Pest,Budakeszi,123 1,3710,13863,5590
Budaörs,23278,város,Pest,Budakeszi,123 0,2359,28045,10899
Budapest,13578,főváros ,Pest,,,52513,1757618,909962
Budapest 01. ker.,09566,fővárosi kerület,főváros,Budapest 01. ker.,001 1,341,24933,16999
Budapest 02. ker.,03179,fővárosi kerület,főváros,Budapest 02. ker.,002 1,3634,89598,48967
Budapest 03. ker.,18069,fővárosi kerület,főváros,Budapest 03. ker.,003 1,3970,128535,62989
Budapest 04. ker.,05467,fővárosi kerület,főváros,Budapest 04. ker.,004 1,1882,101182,47162
Budapest 05. ker.,13392,fővárosi kerület,főváros,Budapest 05. ker.,005 1,259,26277,19705
Budapest 06. ker.,16586,fővárosi kerület,főváros,Budapest 06. ker.,006 1,238,38757,27903
Budapest 07. ker.,29744,fővárosi kerület,főváros,Budapest 07. ker.,007 1,209,54129,36853
Budapest 08. ker.,25405,fővárosi kerület,főváros,Budapest 08. ker.,008 1,685,76957,44752
Budapest 09. ker.,29586,fővárosi kerület,főváros,Budapest 09. ker.,009 1,1253,59121,39846
Budapest 10. ker.,10700,fővárosi kerület,főváros,Budapest 10. ker.,010 1,3249,78703,38647
Budapest 11. ker.,14216,fővárosi kerület,főváros,Budapest 11. ker.,011 1,3349,152620,78560
Budapest 12. ker.,24697,fővárosi kerület,főváros,Budapest 12. ker.,012 1,2667,58322,33538
Budapest 13. ker.,24299,fővárosi kerület,főváros,Budapest 13. ker.,013 1,1344,120199,73318
Budapest 14. ker.,16337,fővárosi kerület,főváros,Budapest 14. ker.,014 1,1813,124956,72586
Budapest 15. ker.,11314,fővárosi kerület,főváros,Budapest 15. ker.,015 1,2694,80327,37262
Budapest 16. ker.,08208,fővárosi kerület,főváros,Budapest 16. ker.,016 1,3351,72904,30830
Budapest 17. ker.,02112,fővárosi kerület,főváros,Budapest 17. ker.,017 1,5482,87569,33246
Budapest 18. ker.,29285,fővárosi kerület,főváros,Budapest 18. ker.,018 1,3860,101613,43770
Budapest 19. ker.,04011,fővárosi kerület,főváros,Budapest 19. ker.,019 1,938,60904,27310
Budapest 20. ker.,06026,fővárosi kerület,főváros,Budapest 20. ker.,020 1,1218,65851,31011
Budapest 21. ker.,13189,fővárosi kerület,főváros,Budapest 21. ker.,021 1,2575,76824,33271
Budapest 22. ker.,10214,fővárosi kerület,főváros,Budapest 22. ker.,022 1,3425,54504,22738
Budapest 23. ker.,34139,fővárosi kerület,főváros,Budapest 23. ker.,023 1,4077,22833,8699
Bugac,32823,nagyközség,Bács-Kiskun,Kiskunfélegyháza,040 0,13030,2690,1403
Bugacpusztaháza,33631,község,Bács-Kiskun,Kiskunfélegyháza,040 0,4359,255,141
Bugyi,32027,nagyközség,Pest,Dabas,125 0,11553,5127,2069
Buj,19707,község,Szabolcs-Szatmár-Bereg,Ibrány,151 0,3276,2287,964
Buják,14234,község,Nógrád,Pásztó,118 0,5304,2183,907
Buzsák,17358,község,Somogy,Fonyód,142 0,5968,1347,655
Bük,02431,város,Vas,Kőszeg,178 0,2086,3544,1446
Bükkábrány,13596,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,1802,1697,692
Bükkaranyos,27890,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,2619,1478,540
Bükkmogyorósd,19406,község,Borsod-Abaúj-Zemplén,Ózd,062 0,990,128,102
Bükkösd,23162,község,Baranya,Szentlőrinc,032 0,3015,1098,440
Bükkszék,02963,község,Heves,Pétervására,109 0,1530,692,420
Bükkszenterzsébet,10621,község,Heves,Pétervására,109 0,2486,1067,470
Bükkszentkereszt,08022,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,2698,1206,517
Bükkszentmárton,22099,község,Heves,Bélapátfalva,103 0,826,295,128
Bükkzsérc,32887,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,3725,957,514
Bürüs,07533,község,Baranya,Szigetvár,033 0,1631,71,39
Büssü,08703,község,Somogy,Kaposvár,143 0,1719,405,153
Büttös,23977,község,Borsod-Abaúj-Zemplén,Encs,056 0,1818,157,100
Cák,08271,község,Vas,Kőszeg,178 0,648,259,122
Cakóháza,27085,község,Győr-Moson-Sopron,Csorna,086 0,288,55,29
Cece,13152,nagyközség,Fejér,Sárbogárd,084 0,5885,2589,1121
Cégénydányád,09681,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1205,641,281
Cegléd,11341,város,Pest,Cegléd,124 1,24487,35885,15632
Ceglédbercel,20640,község,Pest,Cegléd,124 0,2814,4265,1698
Celldömölk,27094,város,Vas,Celldömölk,176 1,5239,10927,4774
Cered,03665,község,Nógrád,Salgótarján,120 0,3857,1105,553
Chernelházadamonya,09876,község,Vas,Sárvár,179 0,785,192,103
Cibakháza,22938,nagyközség,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,3820,4117,1949
Cigánd,03939,város,Borsod-Abaúj-Zemplén,Cigánd,054 1,5680,3044,1115
Cikó,19284,község,Tolna,Bonyhád,170 0,1986,870,342
Cirák,15954,község,Győr-Moson-Sopron,Kapuvár,088 0,1176,582,269
Cún,11086,község,Baranya,Siklós,031 0,1845,230,98
Csabacsűd,31334,nagyközség,Békés,Szarvas,052 0,6685,1764,834
Csabaszabadi,34078,község,Békés,Békéscsaba,046 0,3271,281,168
Csabdi,30544,község,Fejér,Bicske,077 0,1702,1183,453
Csabrendek,30924,község,Veszprém,Sümeg,188 0,4492,3048,1092
Csáfordjánosfa,10047,község,Győr-Moson-Sopron,Sopron,091 0,528,199,103
Csaholc,12928,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1936,559,178
Csajág,16072,község,Veszprém,Balatonalmádi,184 0,2229,829,340
Csákány,03799,község,Somogy,Marcali,144 0,1608,229,179
Csákánydoroszló,03911,község,Vas,Körmend,177 0,2661,1757,596
Csákberény,05360,község,Fejér,Mór,082 0,4137,1165,524
Csákvár,20002,város,Fejér,Bicske,077 0,11876,5225,1994
Csanádalberti,02121,község,Csongrád,Makó,073 0,1530,423,242
Csanádapáca,20455,község,Békés,Orosháza,050 0,5130,2527,1348
Csanádpalota,05379,város,Csongrád,Makó,073 0,7768,2827,1573
Csánig,26772,község,Vas,Sárvár,179 0,819,340,178
Csány,16841,község,Heves,Hatvan,107 0,4789,2118,980
Csányoszró,19901,község,Baranya,Sellye,030 0,2856,656,265
Csanytelek,22293,község,Csongrád,Csongrád,070 0,3471,2628,1329
Csapi,06132,község,Zala,Nagykanizsa,196 0,1011,159,85
Csapod,08563,község,Győr-Moson-Sopron,Sopron,091 0,2918,588,280
Csárdaszállás,25502,község,Békés,Gyomaendrőd,047 0,5416,372,226
Csarnóta,30614,község,Baranya,Siklós,031 0,533,163,56
Csaroda,29416,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,2468,578,245
Császár,16416,község,Komárom-Esztergom,Kisbér,111 0,6780,1878,734
Császártöltés,10472,község,Bács-Kiskun,Kiskőrös,039 0,8200,2283,1068
Császló,09715,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1016,362,152
Csátalja,26471,község,Bács-Kiskun,Baja,035 0,3906,1437,662
Csatár,23436,község,Zala,Zalaegerszeg,197 0,779,558,211
Csataszög,34175,község,Jász-Nagykun-Szolnok,Szolnok,167 0,1121,294,132
Csatka,33109,község,Komárom-Esztergom,Kisbér,111 0,1777,220,170
Csávoly,16373,község,Bács-Kiskun,Baja,035 0,4742,1832,820
Csebény,21591,község,Baranya,Szigetvár,033 0,376,98,43
Csécse,30270,község,Nógrád,Pásztó,118 0,2173,909,423
Csegöld,26107,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1935,671,263
Csehbánya,20251,község,Veszprém,Ajka,183 0,1282,288,132
Csehi,19488,község,Vas,Vasvár,182 0,933,238,145
Csehimindszent,12724,község,Vas,Vasvár,182 0,1543,360,177
Csém,33640,község,Komárom-Esztergom,Komárom,112 0,629,388,167
Csemő,05184,község,Pest,Cegléd,124 0,7944,4171,1848
Csempeszkopács,23816,község,Vas,Szombathely,181 0,540,283,118
Csengele,32285,község,Csongrád,Kistelek,072 0,6065,2006,969
Csenger,30641,város,Szabolcs-Szatmár-Bereg,Csenger,149 1,3616,4870,1925
Csengersima,24095,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,2377,775,303
Csengerújfalu,26851,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,2559,807,336
Csengőd,12344,község,Bács-Kiskun,Kiskőrös,039 0,4889,2010,1114
Csénye,09070,község,Vas,Sárvár,179 0,1912,712,295
Csenyéte,08493,község,Borsod-Abaúj-Zemplén,Encs,056 0,997,442,75
Csép,18272,község,Komárom-Esztergom,Kisbér,111 0,2005,353,151
Csépa,13170,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,2968,1642,847
Csepreg,12140,város,Vas,Kőszeg,178 0,4953,3241,1294
Csér,30191,község,Győr-Moson-Sopron,Sopron,091 0,293,27,22
Cserdi,26082,község,Baranya,Szentlőrinc,032 0,646,391,152
Cserénfa,25681,község,Somogy,Kaposvár,143 0,1775,221,84
Cserépfalu,06974,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,4464,1017,609
Cserépváralja,25575,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,1461,382,219
Cserháthaláp,21935,község,Nógrád,Balassagyarmat,116 0,1047,339,174
Cserhátsurány,22594,község,Nógrád,Balassagyarmat,116 0,1880,858,364
Cserhátszentiván,32319,község,Nógrád,Pásztó,118 0,1066,118,128
Cserkeszőlő,05795,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,3070,2218,1490
Cserkút,03896,község,Baranya,Pécs,028 0,667,586,222
Csernely,28459,község,Borsod-Abaúj-Zemplén,Ózd,062 0,2062,754,415
Cserszegtomaj,07135,község,Zala,Keszthely,193 0,1260,2929,1208
Csertalakos,10649,község,Zala,Zalaegerszeg,197 0,199,17,30
Csertő,13851,község,Baranya,Szigetvár,033 0,1426,363,170
Csesznek,24642,község,Veszprém,Zirc,192 0,2420,547,232
Csesztreg,02583,község,Zala,Lenti,194 0,2300,849,357
Csesztve,20145,község,Nógrád,Balassagyarmat,116 0,1625,328,185
Csetény,31699,község,Veszprém,Zirc,192 0,1837,1877,702
Csévharaszt,18476,község,Pest,Monor,130 0,4915,1869,710
Csibrák,11998,község,Tolna,Dombóvár,171 0,1462,296,143
Csikéria,15699,község,Bács-Kiskun,Bácsalmás,034 0,2580,846,480
Csikóstőttős,30094,község,Tolna,Dombóvár,171 0,1770,828,353
Csikvánd,13505,község,Győr-Moson-Sopron,Tét,092 0,1453,462,229
Csincse,34111,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,1134,543,211
Csipkerek,26064,község,Vas,Vasvár,182 0,1314,326,236
Csitár,05050,község,Nógrád,Balassagyarmat,116 0,1685,415,199
Csobád,05333,község,Borsod-Abaúj-Zemplén,Encs,056 0,1183,667,265
Csobaj,20774,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,1960,694,320
Csobánka,06822,község,Pest,Szentendre,135 0,2276,3189,1093
Csókakő,21908,község,Fejér,Mór,082 0,1092,1356,538
Csokonyavisonta,05971,község,Somogy,Barcs,140 0,8129,1561,653
Csokvaomány,14289,község,Borsod-Abaúj-Zemplén,Ózd,062 0,1500,895,417
Csolnok,18926,község,Komárom-Esztergom,Esztergom,110 0,1870,3111,1292
Csólyospálos,12025,község,Bács-Kiskun,Kiskunmajsa,042 0,6507,1613,947
Csoma,08040,község,Somogy,Kaposvár,143 0,842,424,179
Csomád,33118,község,Pest,Dunakeszi,126 0,1239,1592,584
Csombárd,02477,község,Somogy,Kaposvár,143 0,899,265,109
Csongrád,05111,város,Csongrád,Csongrád,070 1,17389,16564,8405
Csonkahegyhát,31149,község,Zala,Zalaegerszeg,197 0,828,322,142
Csonkamindszent,22576,község,Baranya,Szentlőrinc,032 0,553,157,62
Csopak,02185,község,Veszprém,Balatonfüred,185 0,2398,1759,896
Csór,09779,község,Fejér,Székesfehérvár,085 0,4149,1785,677
Csorna,04039,város,Győr-Moson-Sopron,Csorna,086 1,9196,10400,4300
Csorvás,26709,város,Békés,Békéscsaba,046 0,9018,4871,2357
Csót,32878,község,Veszprém,Pápa,187 0,2002,987,361
Csöde,27492,község,Zala,Zalaegerszeg,197 0,1061,82,55
Csögle,32814,község,Veszprém,Devecser,186 0,1691,587,301
Csökmő,12450,nagyközség,Hajdú-Bihar,Berettyóújfalu,094 0,6895,1912,866
Csököly,24314,község,Somogy,Kaposvár,143 0,2985,1068,396
Csömend,27270,község,Somogy,Marcali,144 0,866,307,132
Csömödér,29364,község,Zala,Lenti,194 0,779,633,260
Csömör,22804,nagyközség,Pest,Gödöllő,128 0,2270,9253,3348
Csönge,22390,község,Vas,Celldömölk,176 0,2527,374,191
Csörnyeföld,33978,község,Zala,Letenye,195 0,2122,393,213
Csörög,34333,község,Pest,Vác,138 0,504,1925,697
Csörötnek,04224,község,Vas,Szentgotthárd,180 0,2053,899,323
Csősz,06734,község,Fejér,Székesfehérvár,085 0,1711,1008,390
Csővár,26985,község,Pest,Vác,138 0,1717,620,242
Csurgó,21315,város,Somogy,Csurgó,141 1,5942,5053,2093
Csurgónagymarton,10603,község,Somogy,Csurgó,141 0,1482,154,82
Dabas,09247,város,Pest,Dabas,125 1,16602,16623,6646
Dabronc,17172,község,Veszprém,Sümeg,188 0,2027,400,201
Dabrony,28237,község,Veszprém,Devecser,186 0,1700,350,196
Dad,33163,község,Komárom-Esztergom,Oroszlány,113 0,2374,977,380
Dág,22910,község,Komárom-Esztergom,Esztergom,110 0,1188,946,390
Dáka,20154,község,Veszprém,Pápa,187 0,2539,639,173
Dalmand,29230,község,Tolna,Dombóvár,171 0,4877,1240,519
Damak,11350,község,Borsod-Abaúj-Zemplén,Edelény,055 0,753,246,102
Dámóc,07719,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,1599,371,183
Dánszentmiklós,31811,község,Pest,Cegléd,124 0,3800,2943,1066
Dány,18397,község,Pest,Gödöllő,128 0,4301,4451,1528
Daraboshegy,15990,község,Vas,Körmend,177 0,459,91,66
Darány,31352,község,Somogy,Barcs,140 0,2810,915,334
Darnó,18795,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,464,172,58
Darnózseli,21865,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,1960,1524,587
Daruszentmiklós,34342,község,Fejér,Dunaújváros,078 0,1913,1274,557
Darvas,14678,község,Hajdú-Bihar,Berettyóújfalu,094 0,4230,550,281
Dávod,10533,község,Bács-Kiskun,Baja,035 0,6919,1965,1058
Debercsény,07320,község,Nógrád,Balassagyarmat,116 0,543,72,52
Debrecen,15130,megyeszékhely,Hajdú-Bihar,Debrecen,095 1,46166,203506,95772
Debréte,31954,község,Borsod-Abaúj-Zemplén,Edelény,055 0,962,22,26
Decs,24989,nagyközség,Tolna,Szekszárd,173 0,9472,3802,1503
Dédestapolcsány,04686,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,2943,1526,742
Dég,32753,község,Fejér,Enying,079 0,4686,2184,864
Dejtár,12511,község,Nógrád,Balassagyarmat,116 0,2142,1377,569
Délegyháza,09973,község,Pest,Szigetszentmiklós,136 0,2541,3734,1456
Demecser,17756,város,Szabolcs-Szatmár-Bereg,Kemecse,152 0,3697,4205,1486
Demjén,08660,község,Heves,Eger,104 0,2508,602,331
Dencsháza,07773,község,Baranya,Szigetvár,033 0,1398,564,212
Dénesfa,32595,község,Győr-Moson-Sopron,Kapuvár,088 0,1754,362,178
Derecske,05573,város,Hajdú-Bihar,Derecske,096 1,10352,8734,3407
Derekegyház,07834,község,Csongrád,Szentes,076 0,5376,1584,674
Deszk,24077,község,Csongrád,Szeged,075 0,5205,3461,1339
Detek,10524,község,Borsod-Abaúj-Zemplén,Encs,056 0,968,258,126
Detk,09201,község,Heves,Gyöngyös,106 0,2808,1165,536
Dévaványa,24819,város,Békés,Gyomaendrőd,047 0,21655,7772,3338
Devecser,32276,város,Veszprém,Devecser,186 1,6410,4330,1752
Dinnyeberki,11952,község,Baranya,Szentlőrinc,032 0,856,87,52
Diósberény,11688,község,Tolna,Tamási,174 0,1775,335,173
Diósd,24013,város,Pest,Érd,127 0,575,9628,3705
Diósjenő,06743,község,Nógrád,Rétság,119 0,5750,2768,1115
Dióskál,28778,község,Zala,Keszthely,193 0,1962,470,262
Diósviszló,32373,község,Baranya,Siklós,031 0,1581,680,259
Doba,10870,község,Veszprém,Devecser,186 0,2122,448,257
Doboz,33190,nagyközség,Békés,Békéscsaba,046 0,5447,4084,1893
Dobri,25885,község,Zala,Lenti,194 0,789,136,103
Dobronhegy,32708,község,Zala,Zalaegerszeg,197 0,214,146,65
Dóc,30535,község,Csongrád,Szeged,075 0,4943,707,301
Domaháza,25690,község,Borsod-Abaúj-Zemplén,Ózd,062 0,2882,828,327
Domaszék,13383,község,Csongrád,Szeged,075 0,5213,4919,2018
Dombegyház,24031,nagyközség,Békés,Mezőkovácsháza,049 0,5794,2039,1028
Dombiratos,22132,község,Békés,Mezőkovácsháza,049 0,1830,577,416
Dombóvár,07685,város,Tolna,Dombóvár,171 1,7848,18688,8387
Dombrád,14508,város,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,5183,4015,1422
Domony,04808,község,Pest,Aszód,122 0,2181,2159,736
Domoszló,07515,község,Heves,Gyöngyös,106 0,4022,1955,957
Dormánd,30261,község,Heves,Füzesabony,105 0,2006,1028,389
Dorog,10490,város,Komárom-Esztergom,Esztergom,110 0,1154,11883,5146
Dorogháza,24439,község,Nógrád,Bátonyterenye,117 0,1768,1053,574
Dozmat,16151,község,Vas,Szombathely,181 0,854,231,95
Döbörhegy,20695,község,Vas,Körmend,177 0,1175,111,108
Döbröce,07782,község,Zala,Zalaszentgrót,198 0,270,66,47
Döbrököz,02565,község,Tolna,Dombóvár,171 0,4313,1946,964
Döbrönte,29470,község,Veszprém,Pápa,187 0,1079,237,114
Döge,03647,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,1654,2288,745
Dömös,06594,község,Komárom-Esztergom,Esztergom,110 0,2401,1116,518
Dömsöd,29647,nagyközség,Pest,Ráckeve,134 0,7233,5676,2380
Dör,21917,község,Győr-Moson-Sopron,Csorna,086 0,1100,675,224
Dörgicse,06363,község,Veszprém,Balatonfüred,185 0,1911,258,159
Döröske,03036,község,Vas,Körmend,177 0,440,80,77
Dötk,16009,község,Zala,Zalaszentgrót,198 0,172,36,21
Dövény,06123,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1165,301,120
Drágszél,07524,község,Bács-Kiskun,Kalocsa,037 0,1260,314,169
Drávacsehi,28617,község,Baranya,Siklós,031 0,741,181,83
Drávacsepely,28121,község,Baranya,Siklós,031 0,660,197,89
Drávafok,17419,község,Baranya,Sellye,030 0,2390,510,212
Drávagárdony,13611,község,Somogy,Barcs,140 0,627,156,63
Drávaiványi,32391,község,Baranya,Sellye,030 0,1101,215,88
Drávakeresztúr,09159,község,Baranya,Sellye,030 0,1297,117,97
Drávapalkonya,22734,község,Baranya,Siklós,031 0,1013,267,105
Drávapiski,12380,község,Baranya,Siklós,031 0,491,79,40
Drávaszabolcs,28608,község,Baranya,Siklós,031 0,1122,687,289
Drávaszerdahely,30030,község,Baranya,Siklós,031 0,625,189,76
Drávasztára,21698,község,Baranya,Sellye,030 0,1820,391,226
Drávatamási,15884,község,Somogy,Barcs,140 0,845,410,103
Drégelypalánk,08156,község,Nógrád,Balassagyarmat,116 0,2218,1496,646
Dubicsány,27669,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1300,233,119
Dudar,02936,község,Veszprém,Zirc,192 0,2458,1649,654
Duka,02927,község,Vas,Celldömölk,176 0,1524,210,164
Dunaalmás,33835,község,Komárom-Esztergom,Tata,114 0,1484,1547,666
Dunabogdány,25362,község,Pest,Szentendre,135 0,2550,3052,1223
Dunaegyháza,21069,község,Bács-Kiskun,Kunszentmiklós,043 0,1012,1389,723
Dunafalva,12566,község,Bács-Kiskun,Baja,035 0,5793,905,570
Dunaföldvár,31501,város,Tolna,Paks,172 0,11142,8593,4072
Dunaharaszti,09584,város,Pest,Szigetszentmiklós,136 0,2917,20767,8017
Dunakeszi,18616,város,Pest,Dunakeszi,126 1,3106,41846,17143
Dunakiliti,27739,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,3366,1867,742
Dunapataj,07861,nagyközség,Bács-Kiskun,Kalocsa,037 0,9045,3087,1592
Dunaremete,02079,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,436,247,111
Dunaszeg,21078,község,Győr-Moson-Sopron,Győr,087 0,1726,2000,704
Dunaszekcső,09186,község,Baranya,Mohács,027 0,3675,1911,920
Dunaszentbenedek,11606,község,Bács-Kiskun,Kalocsa,037 0,2310,808,423
Dunaszentgyörgy,09539,község,Tolna,Paks,172 0,3763,2562,1033
Dunaszentmiklós,24101,község,Komárom-Esztergom,Tata,114 0,777,446,190
Dunaszentpál,15875,község,Győr-Moson-Sopron,Győr,087 0,981,736,265
Dunasziget,10454,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,3589,1603,629
Dunatetétlen,14766,község,Bács-Kiskun,Kalocsa,037 0,4320,528,256
Dunaújváros,03115,megyei jogú város,Fejér,Dunaújváros,078 1,5267,46052,23020
Dunavarsány,20534,város,Pest,Szigetszentmiklós,136 0,2250,7517,2937
